pack_row,reason,sequence_id,split,station,latitude,longitude,init_time_bjt,init_time_utc,target_time_bjt,target_time_utc,lead_minutes,observed_ghi_15min_wm2,label_record_times_bjt,solar_cosine,day_mask_sza_lt_90,clear_sky_ghi_15min_wm2,kt,simvp_seq_id,cache_index,station_index,lead_index
129958,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,15,362.0,2024-07-01T06:05:00+08:00|2024-07-01T06:10:00+08:00|2024-07-01T06:15:00+08:00,0.1025897529366486,True,10.616362741927565,34.0983073770022,hunan_202406302015,5618,0,0
129959,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,30,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406302015,5618,0,1
129960,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,45,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406302015,5618,0,2
129961,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,60,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406302015,5618,0,3
129962,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,75,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406302015,5618,0,4
129963,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,90,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302015,5618,0,5
129964,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,105,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302015,5618,0,6
129965,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,120,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302015,5618,0,7
129966,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,135,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302015,5618,0,8
129967,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,150,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302015,5618,0,9
129968,suspected_positive_flatline_ge60min,train_20240701T0600+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,165,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302015,5618,0,10
129990,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,15,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406302030,5619,0,0
129991,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,30,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406302030,5619,0,1
129992,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,45,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406302030,5619,0,2
129993,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,60,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406302030,5619,0,3
129994,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,75,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302030,5619,0,4
129995,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,90,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302030,5619,0,5
129996,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,105,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302030,5619,0,6
129997,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,120,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302030,5619,0,7
129998,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,135,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302030,5619,0,8
129999,suspected_positive_flatline_ge60min,train_20240701T0615+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,150,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302030,5619,0,9
130022,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,15,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406302045,5620,0,0
130023,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,30,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406302045,5620,0,1
130024,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,45,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406302045,5620,0,2
130025,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,60,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302045,5620,0,3
130026,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,75,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302045,5620,0,4
130027,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,90,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302045,5620,0,5
130028,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,105,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302045,5620,0,6
130029,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,120,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302045,5620,0,7
130030,suspected_positive_flatline_ge60min,train_20240701T0630+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,135,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302045,5620,0,8
130054,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,15,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406302100,5621,0,0
130055,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,30,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406302100,5621,0,1
130056,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,45,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302100,5621,0,2
130057,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,60,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302100,5621,0,3
130058,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,75,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302100,5621,0,4
130059,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,90,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302100,5621,0,5
130060,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,105,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302100,5621,0,6
130061,suspected_positive_flatline_ge60min,train_20240701T0645+0800,train,sili,25.9478611111,112.347916667,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,120,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302100,5621,0,7
130086,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,15,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406302115,5622,0,0
130087,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,30,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302115,5622,0,1
130088,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,45,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302115,5622,0,2
130089,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,60,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302115,5622,0,3
130090,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,75,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302115,5622,0,4
130091,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,90,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302115,5622,0,5
130092,suspected_positive_flatline_ge60min,train_20240701T0700+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,105,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302115,5622,0,6
130118,suspected_positive_flatline_ge60min,train_20240701T0715+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,15,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302130,5623,0,0
130119,suspected_positive_flatline_ge60min,train_20240701T0715+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,30,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302130,5623,0,1
130120,suspected_positive_flatline_ge60min,train_20240701T0715+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,45,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302130,5623,0,2
130121,suspected_positive_flatline_ge60min,train_20240701T0715+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,60,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302130,5623,0,3
130122,suspected_positive_flatline_ge60min,train_20240701T0715+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,75,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302130,5623,0,4
130123,suspected_positive_flatline_ge60min,train_20240701T0715+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,90,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302130,5623,0,5
130150,suspected_positive_flatline_ge60min,train_20240701T0730+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,15,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302145,5624,0,0
130151,suspected_positive_flatline_ge60min,train_20240701T0730+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,30,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302145,5624,0,1
130152,suspected_positive_flatline_ge60min,train_20240701T0730+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,45,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302145,5624,0,2
130153,suspected_positive_flatline_ge60min,train_20240701T0730+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,60,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302145,5624,0,3
130154,suspected_positive_flatline_ge60min,train_20240701T0730+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,75,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302145,5624,0,4
130182,suspected_positive_flatline_ge60min,train_20240701T0745+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,15,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302200,5625,0,0
130183,suspected_positive_flatline_ge60min,train_20240701T0745+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,30,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302200,5625,0,1
130184,suspected_positive_flatline_ge60min,train_20240701T0745+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,45,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302200,5625,0,2
130185,suspected_positive_flatline_ge60min,train_20240701T0745+0800,train,sili,25.9478611111,112.347916667,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,60,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302200,5625,0,3
130214,suspected_positive_flatline_ge60min,train_20240701T0800+0800,train,sili,25.9478611111,112.347916667,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,15,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302215,5626,0,0
130215,suspected_positive_flatline_ge60min,train_20240701T0800+0800,train,sili,25.9478611111,112.347916667,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,30,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302215,5626,0,1
130216,suspected_positive_flatline_ge60min,train_20240701T0800+0800,train,sili,25.9478611111,112.347916667,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,45,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302215,5626,0,2
