seed,station,group,variant,n,rmse,mae,bias,mean_predicted_ghi,rmse_delta_vs_original,mae_delta_vs_original,mean_ghi_shift_vs_original,fraction_ghi_shift_positive
44,sili,predicted_partly_cloudy,drop_std,24518,152.14318087207627,111.44467665732104,-32.659302955769746,486.85978506119744,0.31412885208087005,0.03045856578098949,-1.5374631111873103,0.4278897136797455
44,sili,predicted_overcast,drop_std,22242,187.38865989449857,131.6368021124344,-29.486263797958028,310.0278536375244,-0.3127228227772889,-0.754818339792962,-0.9639786505458513,0.49046848305008545
44,zhujia,all,drop_std,50043,137.3333634362026,99.38944535657487,-33.71938390473886,353.16829982059073,0.833335085468633,0.40750038987528114,-0.9684602970280318,0.5527646224247147
44,zhujia,predicted_sunny,drop_std,24375,129.2650469652999,93.58749605685765,-12.789410227956257,396.3025702164882,-0.6095803550216203,-0.4948225158081385,0.7401446517154364,0.6441025641025641
44,zhujia,predicted_partly_cloudy,drop_std,13481,145.29908998444813,113.41179434680197,-57.847200362406696,403.3715254986817,2.1657873344772156,1.218646323263826,-2.477533286591271,0.4616126400118686
44,zhujia,predicted_overcast,drop_std,12187,143.7783335250785,95.4825960452888,-48.891371654452165,211.36247999074354,1.9677325831019061,1.3149478747380812,-2.716505973020484,0.4709116271436777
44,sili,all,drop_p90,49806,164.5018006559618,116.19265173034671,-25.850914487148383,412.3288630496945,-1.186077980895874,-1.4313770812020294,4.480214104887621,0.6800586274746014
44,sili,predicted_sunny,drop_p90,3046,80.54111673324125,61.650175182727644,-38.68313792629115,465.236757017898,2.6470807652902124,1.875336797574377,-1.508398892564328,0.3036769533814839
44,sili,predicted_partly_cloudy,drop_p90,24518,150.46735175175894,109.18941884717496,-25.80237063307586,493.7167173838912,-1.3617002682364614,-2.2247992443650872,5.319469211506576,0.5888326943470104
44,sili,predicted_overcast,drop_p90,22242,186.41664125638826,131.38200733657152,-24.147076955385128,315.3670404800973,-1.2847414608876022,-1.0096131156558386,4.375208192027048,0.8321643737074004
44,zhujia,all,drop_p90,50043,135.66982505349714,97.24476831981148,-29.305690262165736,357.58199346316377,-0.8302032972368352,-1.737176646888102,3.4452333455450947,0.5797214395619767
